Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
43465812,The Book of X,Sarah Rose Etter,"Etter, Sarah Rose",,"=""1937512819""","=""9781937512811""",0,4.02,Two Dollar Radio,Paperback,284,2019,2019,,2024/12/03,to-read,to-read (#116),to-read,,,,0,0
164444179,First Lie Wins,Ashley Elston,"Elston, Ashley",,"=""0593492919""","=""9780593492918""",0,4.02,Pamela Dorman Books,Hardcover,340,2024,2024,,2024/10/26,currently-reading,currently-reading (#10),currently-reading,,,,1,0
61246258,Pineapple Street,Jenny   Jackson,"Jackson, Jenny",,"=""059349069X""","=""9780593490693""",0,3.56,Pamela Dorman Books,Hardcover,304,2023,2023,,2024/08/20,currently-reading,currently-reading (#9),currently-reading,,,,1,0
96177642,Is It Ever Just Sex?,Darian Leader,"Leader, Darian",,"=""0241998158""","=""9780241998151""",1,3.62,Penguin,Kindle Edition,284,2023,,,2024/11/12,,,read,,,,1,0
62898932,Penance,Eliza  Clark,"Clark, Eliza",,"=""0571371795""","=""9780571371792""",4,3.89,Faber & Faber,ebook,336,2023,2023,2024/11/28,2024/11/11,,,read,too hard core para mi pero interesante como esta escrito,,,1,0
201033505,She's Always Hungry: Stories,Eliza  Clark,"Clark, Eliza",,"=""0063393263""","=""9780063393264""",3,3.94,Harper Perennial,Paperback,240,2024,2024,2024/11/21,2024/11/11,,,read,,,,1,0
6192737,The Truth About Melody Browne,Lisa Jewell,"Jewell, Lisa",,"=""1846055725""","=""9781846055720""",4,3.84,Century,Paperback,326,2009,2009,,2024/11/07,,,read,,,,1,0
211888922,Make It Make Sense: From Shit You Should Care About's Lucy Blakiston and Bel Hawkins,Bel Hawkins,"Hawkins, Bel",Lucy Blakiston,"=""073365195X""","=""9780733651953""",0,4.38,Hachette Australia,Kindle Edition,279,2024,,,2024/11/12,to-read,to-read (#115),to-read,,,,0,0
216283050,A Year of Living Curiously: 365 Things Really Worth Knowing,Elizabeth Foley,"Foley, Elizabeth",Beth Coates,"=""057138448X""","=""9780571384488""",0,0.0,Faber & Faber,Hardcover,304,2025,,,2024/11/12,to-read,to-read (#114),to-read,,,,0,0
49083140,Boy Parts,Eliza  Clark,"Clark, Eliza",,"=""1910312649""","=""9781910312643""",0,3.75,Influx Press,ebook,304,2020,2020,,2024/11/11,to-read,to-read (#113),to-read,,,,0,0
880063,31 Dream Street,Lisa Jewell,"Jewell, Lisa",,"=""""","=""""",0,3.77,Michael Joseph Ltd,Hardcover,480,2007,2000,,2024/11/07,to-read,to-read (#112),to-read,,,,0,0
923045,Ralph's Party (Ralph's Party #1),Lisa Jewell,"Jewell, Lisa",,"=""0452281636""","=""9780452281639""",4,3.59,Plume,Paperback,389,2000,1999,,2024/11/07,,,read,,,,1,0
4016515,Letter to My Daughter,Maya Angelou,"Angelou, Maya",,"=""1400066123""","=""9781400066124""",0,4.09,Random House,Hardcover,192,2008,1987,,2024/10/26,to-read,to-read (#111),to-read,,,,0,0
50542147,Invisible Girl,Lisa Jewell,"Jewell, Lisa",,"=""1982137339""","=""9781982137335""",3,3.80,Atria Books,Hardcover,404,2020,2020,2024/10/25,2024/09/25,,,read,,,,1,0
58870289,A Room of One's Own,Virginia Woolf,"Woolf, Virginia",,"=""""","=""""",0,4.21,,Kindle Edition,,2021,1929,,2022/10/29,currently-reading,currently-reading (#3),currently-reading,,,,1,0
27276357,The Girls in the Garden,Lisa Jewell,"Jewell, Lisa",,"=""1476792216""","=""9781476792217""",2,3.56,Atria Books,Hardcover,320,2016,2015,2024/10/10,2024/08/15,,,read,:( primer libro de la lisa que me decepciona ,,,1,0
123183412,Down the Drain,Julia   Fox,"Fox, Julia",,"=""1668011506""","=""9781668011508""",4,4.39,Simon & Schuster,Hardcover,318,2023,2023,2024/09/30,2024/09/25,,,read,"a ver lo he leído en un punto de mi vida algo triggering.<br/>Pero bastante bold x su parte y ademas poner en papel todos sus ""cagadas"" masivas o no.<br/>Takes ovaries indeed<br/>bold move, aplausos aplausos<br/>Y ademas el principio es algo adictivo pq es como drama mas drama despues el medio se hace un poco triggering pq ves como sigue cayendo en patrones horrorosos y dices noooo pero ella sigue.Y el final bastante traumatico pero bueno ella le da un spin off empoderador",,,1,0
38355282,Watching You,Lisa Jewell,"Jewell, Lisa",,"=""1501190075""","=""9781501190070""",5,3.89,Atria Books,Hardcover,320,2018,2018,2024/09/25,2024/08/25,,,read,OMG ESTA MUJER !!!!!!!! creo que es mi libro fav de ella?!,,,1,0
62926938,The Seven Year Slip,Ashley Poston,"Poston, Ashley",,"=""""","=""""",0,4.20,Berkley,Paperback,336,2023,2023,,2024/09/22,to-read,to-read (#110),to-read,,,,0,0
208291040,(h)amor 9 amigas (La pasión de Mary Read nº 49) (Spanish Edition),Elisa Coll,"Coll, Elisa",,"=""""","=""""",0,3.88,Continta me tienes,Kindle Edition,165,2024,,,2024/09/04,to-read,to-read (#109),to-read,,,,0,0
2443,"The Innocents Abroad, Or, the New Pilgrims' Progress",Mark Twain,"Twain, Mark",Jane Jacobs,"=""0812967054""","=""9780812967050""",0,3.84,Random House Publishing Group,Paperback,560,2003,1869,,2024/08/26,to-read,to-read (#108),to-read,,,,0,0
209302470,Caminar por aguas cristalinas en una piscina pintada de negro,Cookie Mueller,"Mueller, Cookie",Rodrigo Olavarría,"=""8412447964""","=""9788412447965""",0,4.46,Los Tres Editores,Paperback,324,2024,1990,,2024/08/25,to-read,to-read (#107),to-read,,,,0,0
30753651,I Found You,Lisa Jewell,"Jewell, Lisa",,"=""1501154591""","=""9781501154591""",4,3.95,Atria Books,Hardcover,352,2017,2016,2024/08/25,2024/08/19,,,read,,,,1,0
46000520,"The Thursday Murder Club (Thursday Murder Club, #1)",Richard Osman,"Osman, Richard",,"=""""","=""""",0,3.88,Penguin,ebook,382,2020,2020,,2024/08/20,to-read,to-read (#106),to-read,,,,0,0
58733693,Remarkably Bright Creatures,Shelby Van Pelt,"Pelt, Shelby Van",,"=""0063204150""","=""9780063204157""",0,4.38,Ecco,Hardcover,368,2022,2022,,2024/08/20,to-read,to-read (#105),to-read,,,,0,0
57224204,The Seven Moons of Maali Almeida,Shehan Karunatilaka,"Karunatilaka, Shehan",,"=""1908745908""","=""9781908745903""",0,3.92,Sort of Books,Hardcover,386,2022,2022,,2024/08/20,to-read,to-read (#104),to-read,,,,0,0
58855185,"The Family Remains (The Family Upstairs, #2)",Lisa Jewell,"Jewell, Lisa",,"=""1982178892""","=""9781982178895""",4,3.87,Atria,Hardcover,452,2022,2022,2024/08/18,2024/08/15,,,read,,,,1,0
43822820,"The Family Upstairs (The Family Upstairs, #1)",Lisa Jewell,"Jewell, Lisa",,"=""1501190105""","=""9781501190100""",4,3.96,Atria Books,Hardcover,340,2019,2019,2024/08/15,2024/08/03,,,read,,,,1,0
52439531,"The Inheritance Games (The Inheritance Games, #1)",Jennifer Lynn Barnes,"Barnes, Jennifer Lynn",,"=""1368052401""","=""9781368052405""",0,4.15,"Little, Brown Books for Young Readers",Hardcover,386,2020,2020,,2024/08/05,to-read,to-read (#103),to-read,,,,0,0
35297426,Then She Was Gone,Lisa Jewell,"Jewell, Lisa",,"=""1501154648""","=""9781501154645""",4,4.05,Atria Books,Paperback,359,2018,2017,2024/08/03,2024/08/03,,,read,"Creo que se puede decir que estou obsessed con esta escritoraA<br/>Este a diferencia de los demás creo que el final está un poco matched down. Osea pero aún así brilliant, muy cruel, creepy, pero no lo puedes parar de leer.<br/>Que me voy a leer otro más de ella? Exactamente.<br/>Fan fan fan",,,1,0
89049,The Book of the City of Ladies,Christine de Pizan,"Pizan, Christine de","Natalie Zemon Davis, Earl Jeffrey Richards","=""0892552301""","=""9780892552306""",0,3.79,Persea,Paperback,281,1998,1405,,2024/07/26,to-read,to-read (#102),to-read,,,,0,0
62334530,None of This Is True,Lisa Jewell,"Jewell, Lisa",,"=""1982179007""","=""9781982179007""",5,4.11,Atria Books,Hardcover,390,2023,2023,2024/07/23,2024/07/20,,,read,I can't recommend this enough!!!!!<br/>Ojala poder volver leerlo de 0,,,1,0
55922299,The Night She Disappeared,Lisa Jewell,"Jewell, Lisa",,"=""1982137363""","=""9781982137366""",4,4.11,Atria Books,Hardcover,416,2021,2021,2024/07/19,2024/04/14,,,read,,,,1,0
373049,The Lost Language of Cranes,David Leavitt,"Leavitt, David",,"=""1582345732""","=""9781582345734""",0,3.97,Bloomsbury USA,Paperback,352,2005,1986,,2024/07/14,to-read,to-read (#101),to-read,,,,0,0
49471138,The Girls I've Been,Tess Sharpe,"Sharpe, Tess",,"=""0593111095""","=""9780593111093""",2,4.05,G.P. Putnam's Sons Books for Young Readers,Hardcover,356,2021,2021,2024/07/08,2024/07/02,,,read,2.75,,,1,0
12005162,Children in prison and other cruelties of prison life,Oscar Wilde,"Wilde, Oscar",,"=""""","=""""",0,4.10,London : Murdoch,Nook,0,,1897,,2024/07/07,to-read,to-read (#100),to-read,,,,0,0
2429135,"The Girl with the Dragon Tattoo (Millennium, #1)",Stieg Larsson,"Larsson, Stieg",Reg Keeland,"=""0670069019""","=""9780670069019""",0,4.17,Viking Canada,Hardcover,480,2008,2005,,2024/07/05,to-read,to-read (#99),to-read,,,,0,0
36739755,Convenience Store Woman,Sayaka Murata,"Murata, Sayaka",Ginny Tapley Takemori,"=""0802128254""","=""9780802128256""",0,3.68,Grove Press,Hardcover,163,2018,2016,,2024/07/04,to-read,to-read (#98),to-read,,,,0,0
59793324,Life Ceremony,Sayaka Murata,"Murata, Sayaka",Ginny Tapley Takemori,"=""0802159583""","=""9780802159588""",5,3.75,Grove Press,Hardcover,256,2022,2019,2024/07/04,2024/06/25,,,read,ojala pudiese borrar mi memoria y volver a leerlo de nuevo screaming,,,1,0
56969561,The Mad Women's Ball,Victoria Mas,"Mas, Victoria",Frank Wynne,"=""1419757598""","=""9781419757594""",0,3.78,Harry N. Abrams,Hardcover,224,2021,2019,,2024/07/02,to-read,to-read (#97),to-read,,,,0,0
129223,The Well of Loneliness,Radclyffe Hall,"Hall, Radclyffe",,"=""""","=""""",0,3.75,Wordsworth Editions Ltd,Paperback,448,2014,1928,,2024/06/25,to-read,to-read (#96),to-read,,,,0,0
40916679,"A Good Girl's Guide to Murder (A Good Girl's Guide to Murder, #1)",Holly  Jackson,"Jackson, Holly",,"=""1405293187""","=""9781405293181""",0,4.31,Electric Monkey,Paperback,433,2019,2019,,2024/06/25,to-read,to-read (#95),to-read,,,,0,0
56905097,"As Good As Dead (A Good Girl's Guide to Murder, #3)",Holly  Jackson,"Jackson, Holly",,"=""0593379853""","=""9780593379851""",0,4.20,Delacorte Press,Hardcover,500,2021,2021,,2024/06/25,to-read,to-read (#94),to-read,,,,0,0
251535,Separate Rooms,Pier Vittorio Tondelli,"Tondelli, Pier Vittorio","Simon Pleasance, Edmund White","=""1852427779""","=""9781852427771""",0,4.08,Serpents Tail,Paperback,186,2005,1989,,2024/06/20,to-read,to-read (#93),to-read,,,,0,0
199743690,Only Big Bumbum Matters Tomorrow,Damilare Kuku,"Kuku, Damilare",,"=""0063354497""","=""9780063354494""",0,3.64,HarperVia,Hardcover,272,2024,2024,,2024/06/20,to-read,to-read (#92),to-read,,,,0,0
208453879,Nearly All the Men in Lagos Are Mad,Damilare Kuku,"Kuku, Damilare",,"=""""","=""""",5,4.02,,Paperback,,,2024,2024/06/20,2024/06/02,,,read,5 deserved,,,1,0
91256774,"Bang Up and Smash: Women's Prisons, Bail Hostels and Probation",ASBO,"ASBO, ASBO",,"=""1909798487""","=""9781909798489""",0,4.50,Active Distribution,Paperback,,2017,,,2024/03/04,currently-reading,currently-reading (#8),currently-reading,,,,1,0
3475243,10 Days in a Madhouse ,Nellie Bly,"Bly, Nellie",,"=""""","=""""",0,3.86,,Audio Book,,1887,1887,,2024/06/16,to-read,to-read (#91),to-read,,,,0,0
50042494,Ghosts,Dolly Alderton,"Alderton, Dolly",,"=""0241434548""","=""9780241434543""",3,3.88,Fig Tree,Hardcover,352,2020,2020,2024/06/08,2024/06/08,,,read,,,,1,0
205431664,Ansia,Henar Álvarez,"Álvarez, Henar",,"=""8408286617""","=""9788408286615""",4,3.55,Editorial Planeta,Kindle Edition,222,2024,,2024/05/19,2024/05/19,,,read,,,,1,0
2142191,Ex-Wife,Ursula Parrott,"Parrott, Ursula",,"=""0452262240""","=""9780452262249""",0,4.19,Plume,Paperback,224,1989,1929,,2024/05/19,to-read,to-read (#90),to-read,,,,0,0
60931,Kindred,Octavia E. Butler,"Butler, Octavia E.",,"=""0807083690""","=""9780807083697""",0,4.30,Beacon Press,Paperback,288,2004,1979,,2024/05/19,to-read,to-read (#89),to-read,,,,0,0
3311983,Nathaniel Hawthorne's Young Goodman Brown,Harold Bloom,"Bloom, Harold",,"=""0791081249""","=""9780791081242""",4,3.52,Chelsea House Publications,Hardcover,185,2005,,2024/05/19,2024/05/19,,,read,,,,1,0
104239,Nathaniel Hawthorne's The Scarlet Letter (Bloom's Modern Critical Interpretations),Harold Bloom,"Bloom, Harold",,"=""0791094243""","=""9780791094242""",3,3.64,Chelsea House Pub,Hardcover,256,2007,1986,2024/05/19,2024/05/19,,,read,,,,1,0
2353030,The Woman of Colour: A Tale (Broadview Editions),Anonymous,"Anonymous, Anonymous",Lyndon J. Dominique,"=""1551111764""","=""9781551111766""",3,3.50,Broadview Press,Paperback,268,2007,1808,2024/05/19,2024/05/19,,,read,,,,1,0
54785514,Embassy Wife,Katie Crouch,"Crouch, Katie",,"=""0374280347""","=""9780374280345""",3,3.70,"Farrar, Straus and Giroux",Hardcover,384,2021,2021,2024/05/17,2024/04/05,,,read,3. 5,,,1,0
62918242,Lady Caroline Lamb: A Free Spirit,Antonia Fraser,"Fraser, Antonia",,"=""1639364064""","=""9781639364060""",2,3.71,Pegasus Books,Kindle Edition,218,2023,,2024/05/16,2024/05/16,,,read,,,,1,0
60410002,We All Want Impossible Things,Catherine Newman,"Newman, Catherine",,"=""0063230895""","=""9780063230897""",0,4.00,Harper,Hardcover,224,2022,2022,,2024/05/04,to-read,to-read (#88),to-read,,,,0,0
58662236,Small Things Like These,Claire Keegan,"Keegan, Claire",,"=""0802158749""","=""9780802158741""",4,4.17,Grove Press,Hardcover,118,2021,2021,,2024/04/19,,,read,"Me encanta como escribe Claire Keegan. Los libros son cortos pero sabe bastante hacer el setting y ademas lo describe de una forma en la que fácilmente lo imaginas.<br/>La historia gira entorno a Bill, pero asombra el issue que había con Magdalen laundry en Irlanda 1994~. Eran sitios subvencionados por la iglesia donde mujeres eran prisioneras y eran forzosamente obligadas a trabajar.",,,2,0
43886164,Burn It Down: Women Writing about Anger,Lilly Dancyger,"Dancyger, Lilly",,"=""1580058930""","=""9781580058933""",5,4.31,Seal Press,Hardcover,257,2019,2019,2024/04/23,2023/04/19,,,read,,,,1,0
73936042,So Late in the Day,Claire Keegan,"Keegan, Claire",,"=""0571382010""","=""9780571382019""",5,3.98,Faber & Faber,Hardcover,47,2023,2023,2024/04/19,2024/04/03,,,read,,,,1,0
61343296,Dear Dolly,Dolly Alderton,"Alderton, Dolly",,"=""0241623642""","=""9780241623640""",5,3.82,Fig Tree,Hardcover,224,2022,2022,2024/04/17,2024/04/17,,,read,,,,1,0
11,"The Hitchhiker’s Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",4,4.23,Del Rey Books,Mass Market Paperback,216,2005,1979,,2024/04/05,,,read,just chill,,,1,0
18764826,The House We Grew Up In,Lisa Jewell,"Jewell, Lisa",,"=""1476702993""","=""9781476702995""",4,3.80,Atria Books,Hardcover,388,2014,2013,2024/04/14,2024/04/05,,,read,"4.5<br/>Literalmente es como estar omnipresente durante todo el spill del tea de una familia.<br/><br/>Madre padre hacen como un hippie upbringing de sus 4 hijos. Pero todo se empieza a girar cuando se hace más y más evidente los problemas mentales de la madre. Uno de los hijos se suicida, nadie sabe la razón excepto la madre.<br/>Este es el punto de inflexión de toda la historia. La madre deja al padre, empieza a vivir con su vecina. Encierra en si misma el grief de haber perdido a un hijo y su síndrome de diogenes entierra su casa.<br/>Mientras tanto el padre empieza a salir con la ex novia de su hijo (con el que tienen una hija Tia). Una de las hijas se empieza a costar con el esposo de su hermana...<br/>Es que hay tanto tea, es genial",,,1,0
50736031,Breasts and Eggs,Mieko Kawakami,"Kawakami, Mieko","Sam Bett, David  Boyd","=""1609455878""","=""9781609455873""",2,3.86,Europa Editions,Hardcover,430,2020,2008,2024/04/09,2024/04/03,,,read,"Primera parte del libro it's okay osea una dos hermanas de familia pobre. una de ellas intenta ser una escritora y la otra trabajando minimal wage esta obsessed con hacerse un aumento de tetas.<br/>el momento cuando están en la sauna/baños me pareció como la mejor escena de todo el libro. como la hermana se obsesiona con mirar las tetas de las otras personas sin descaro.<br/>Pero meh osea no pasa nada. y sinceramente me parece un discurso demasiado repetitivo.<br/>el segundo libro es la hermana que quiere ser escritora, lo consigue y ahora quiere ser madre (por eso la parte de eggs)",,,1,0
56802275,Elena Knows,Claudia Piñeiro,"Piñeiro, Claudia",Frances Riddle,"=""""","=""""",0,4.07,Charco Press,Paperback,143,2021,2007,,2024/04/06,to-read,to-read (#87),to-read,,,,0,0
40381501,Notes To Self,Emilie Pine,"Pine, Emilie",,"=""1999700848""","=""9781999700843""",4,4.10,Tramp Press,Paperback,183,2018,2018,2024/04/04,2024/03/29,,,read,,,,1,0
59381516,Evil Eye,Etaf Rum,"Rum, Etaf",,"=""0062987909""","=""9780062987907""",0,3.94,Harper,Hardcover,352,2023,2023,,2024/04/04,to-read,to-read (#86),to-read,,,,0,0
177185879,Green Frog: Stories,Gina Chung,"Chung, Gina",,"=""0593469364""","=""9780593469361""",0,4.15,Vintage,Paperback,240,2024,2024,,2024/04/03,to-read,to-read (#85),to-read,,,,0,0
62047984,Yellowface,R.F. Kuang,"Kuang, R.F.",,"=""000853277X""","=""9780008532772""",3,3.75,William Morrow,Hardcover,336,2023,2023,2024/04/01,2024/03/29,,,read,"Lo añadí a good reads, despues lo quité al releer de que iba. Lo vi en una librería y dije el universo!<br/>No es horrible sin duda. Amigas enemigas la amiga exitosa muere y deja un manuscrito de su prox libro que nadie sabe. La amiga con envidia y celos se lo lleva...<br/>Me gustó el juego de critica social, como odias a la pronta por sus decisiones... Pero I agree con lo que dicen los reviews... todo el plot se basa en crítica a Twitter y a él cancel culture...<br/>Pero lo han dado mucho trote para lo que ha sido al final.<br/>Le doy tres porque bueno si es cierto que el libro engancha con todo el trama y el lector deseando de que la chica confiese que no es su libro. Además todo el juego psicológico de que incluso el lector se cuestiona si realmente Athena ha muerto.<br/>I mean I get it but you know",,,1,0
65137920,The Lost Bookshop,Evie  Woods,"Woods, Evie",Evie Gaughan,"=""0008609209""","=""9780008609207""",0,4.06,One More Chapter/HarperCollins UK,Kindle Edition,432,2023,2023,,2024/03/29,to-read,to-read (#84),to-read,,,,0,0
60741794,Wandering Souls,Cecile Pin,"Pin, Cecile",,"=""1250863465""","=""9781250863461""",0,4.15,Henry Holt and Co.,Hardcover,240,2023,2023,,2024/03/29,to-read,to-read (#83),to-read,,,,0,0
888389,Raising Their Voices: The Politics of Girls' Anger,Lyn Mikel Brown,"Brown, Lyn Mikel",,"=""0674747216""","=""9780674747210""",0,3.44,Harvard University Press,Paperback,,1998,1998,,2024/03/04,currently-reading,currently-reading (#7),currently-reading,,,,1,0
14569052,Purple Hibiscus,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,"=""1616202416""","=""9781616202415""",5,4.18,Algonquin Books,Paperback,336,2012,2003,2024/03/25,2023/12/10,,,read,,,,1,0
40126014,"The Merciless Ones (Deathless, #2)",Namina Forna,"Forna, Namina",Karine Ribeiro,"=""1984848720""","=""9781984848727""",3,3.90,Delacorte Press,Hardcover,432,2022,2022,2024/03/14,2023/08/17,,,read,Sinceramente no creo que me lo vaya a terminar. I am not a girlie of this type of fiction,,,1,0
18749,Half of a Yellow Sun,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,"=""1400044162""","=""9781400044160""",5,4.34,Knopf,Hardcover,435,2006,2006,2024/03/14,2023/12/10,,,read,,,,1,0
55582224,Fighting Women,Isabella Lorusso,"Lorusso, Isabella",,"=""1904491359""","=""9781904491354""",0,4.20,Freedom Press,Paperback,188,2020,,,2024/03/06,to-read,to-read (#82),to-read,,,,0,0
60701439,Big Swiss,Jen Beagin,"Beagin, Jen",,"=""1982153083""","=""9781982153083""",0,3.68,Scribner,Hardcover,336,2023,2023,,2024/03/05,to-read,to-read (#81),to-read,,,,0,0
101880,In a Different Voice: Psychological Theory and Women’s Development,Carol Gilligan,"Gilligan, Carol",,"=""0674445449""","=""9780674445444""",0,4.06,Harvard University Press ,Paperback,192,1993,1982,,2024/03/04,to-read,to-read (#80),to-read,,,,0,0
494600,"Women's Work, Men's Property: The Origins of Gender and Class",Stephanie Coontz,"Coontz, Stephanie","Peta Henderson, Lila Leibowitz, Monique Saliou, Nicole Chevillard, Sébastien Leconte","=""0805272550""","=""9780805272550""",0,4.00,Verso Books,Paperback,230,1986,1986,,2024/03/04,to-read,to-read (#79),to-read,,,,0,0
146509,El síndrome de Ulises,Santiago Gamboa,"Gamboa, Santiago",,"=""9584211900""","=""9789584211903""",4,4.20,Editorial Planeta,Paperback,365,2005,2005,2024/03/01,2024/01/12,,,read,,,,1,0
36687229,Hood Feminism: Notes from the Women That a Movement Forgot,Mikki Kendall,"Kendall, Mikki",,"=""""","=""""",0,4.37,Viking,Hardcover,267,2020,2020,,2024/02/19,to-read,to-read (#78),to-read,,,,0,0
57932307,"One of Us Is Back (One of Us Is Lying, #3)",Karen M. McManus,"McManus, Karen M.",,"=""0593485033""","=""9780593485033""",5,3.96,Delacorte,Kindle Edition,368,2023,2023,2024/02/15,2024/01/19,,,read,just my silly lil book<br/><br/>totalmente dif de la serie pero oye indeed 5. A veces una chica necesita esto,,,1,0
318335,Fatelessness,Imre Kertész,"Kertész, Imre",Tim Wilkinson,"=""1400078636""","=""9781400078639""",0,4.08,Vintage International,Paperback,262,2004,1975,,2024/02/08,to-read,to-read (#77),to-read,,,,0,0
60177373,Fairy Tale,Stephen        King,"King, Stephen",,"=""1668002175""","=""9781668002179""",3,4.10,Scribner,Hardcover,599,2022,2022,2024/02/03,2024/02/03,,,read,,,,1,0
57928536,Humankind: A Hopeful History,Rutger Bregman,"Bregman, Rutger",,"=""9781408898""","=""9789781408892""",0,4.32,Bloomsbury,Paperback,496,2021,2019,,2024/01/28,to-read,to-read (#76),to-read,,,,0,0
51151492,Feminist City: A Field Guide,Leslie Kern,"Kern, Leslie",,"=""1771134577""","=""9781771134576""",0,3.91,Between the Lines,Paperback,200,2019,2019,,2024/01/25,to-read,to-read (#75),to-read,,,,0,0
7337871,"Murder Past Due (Cat in the Stacks, #1)",Miranda James,"James, Miranda",,"=""042523603X""","=""9780425236031""",0,3.81,Berkley Prime Crime,Mass Market Paperback,294,2010,2010,,2024/01/03,to-read,to-read (#74),to-read,,,,0,0
35433121,Después del amor,Sonsoles Ónega,"Ónega, Sonsoles",,"=""8408174924""","=""9788408174929""",0,3.97,Editorial Planeta,Kindle Edition,593,2017,2017,,2023/12/30,to-read,to-read (#73),to-read,,,,0,0
37804825,El peligro de la historia única,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi","Marina Garcés, Cruz Rodríguez Juiz","=""8439733925""","=""9788439733928""",0,4.21,Literatura Random House,Paperback,64,2018,2009,,2023/12/10,to-read,to-read (#72),to-read,,,,0,0
13623848,The Song of Achilles,Madeline Miller,"Miller, Madeline",,"=""""","=""""",3,4.32,Ecco,Paperback,408,2012,2011,2023/11/30,2023/11/28,,,read,3.5 sin duda<br/>cute ending at first I hated it,,,1,0
59364173,I'm Glad My Mom Died,Jennette McCurdy,"McCurdy, Jennette",,"=""""","=""""",5,4.45,Simon & Schuster,ebook,320,2022,2022,2023/11/27,2023/11/22,,,read,,,,1,0
2175,Madame Bovary,Gustave Flaubert,"Flaubert, Gustave","Mark Overstall, Malcolm Bowie, Margaret Mauldon","=""0192840398""","=""9780192840394""",3,3.70,Oxford University Press,Paperback,329,2004,1856,2023/11/22,2023/11/22,,,read,,,,1,0
59629744,Diary of a Void,Emi Yagi,"Yagi, Emi","David Boyd, Lucy North","=""0143136879""","=""9780143136873""",5,3.51,Viking,Hardcover,213,2022,2020,2023/11/14,2023/11/13,,,read,"Osea es como comfort book. Lo recomiendo tantísimo, me recuerda a year of relax and relaxation (something like that) pero aún mejor! Es súper ironic sarcástic te quedas wtf.<br/>Una chica se inventa que esta embarazada para no tener que hacer el café en el trabajo... y cositas",,,1,0
42414293,Cómo acabar con la escritura de las mujeres,Joanna Russ,"Russ, Joanna",,"=""8494893645""","=""9788494893643""",0,4.27,Dos Bigotes,Paperback,222,2018,1983,,2023/11/02,to-read,to-read (#71),to-read,,,,0,0
9496240,"The Hangman's Daughter (The Hangman's Daughter, #1)",Oliver Pötzsch,"Pötzsch, Oliver","Lee Chadeayne, Sabine Marić","=""""","=""""",0,3.75,AmazonCrossing,Kindle Edition,448,2010,2008,,2023/11/02,to-read,to-read (#70),to-read,,,,0,0
32943032,"A Map of Days (Miss Peregrine's Peculiar Children, #4)",Ransom Riggs,"Riggs, Ransom",,"=""0735231486""","=""9780735231481""",0,4.12,Dutton Books for Young Readers,ebook,496,2018,2018,,2023/11/02,to-read,to-read (#69),to-read,,,,0,0
